connection_status,data_class,depth_rank_codes,edge_id,hazard_overlap_status,hazard_capability_status,inundation_depth_m,inundation_depth_reason,official_closure,scenario_state,source_class,official_closure_reason
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456927:nodes-001332356112-003255952531,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456927:nodes-001332356436-003255952531,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000118456959:nodes-001332356015-003255952673,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000118456959:nodes-001332356190-001332356333,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000118456959:nodes-001332356333-003255952673,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118457014:nodes-001332356133-004280313285,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118457014:nodes-001332356394-004280313285,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608520:nodes-001411953171-001411953174,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953118-001411953121,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953118-001411953126,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953121-001411953123,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953123-001411953131,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953126-001411953143,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953131-001411953148,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953142-001411953155,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953143-001411953163,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953148-001411953152,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953152-001411953164,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953155-001411953158,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953158-001411953161,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953161-001411953165,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953163-001411953165,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953164-001411953170,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953170-002200899656,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953175-001411953180,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953175-002200899656,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953180-001411953183,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608526:nodes-001411953183-001411953186,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608557:nodes-001411953070-001411953096,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608557:nodes-001411953096-001411953104,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608557:nodes-001411953104-001411953107,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608557:nodes-001411953107-001411953112,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608557:nodes-001411953112-001411953119,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127608557:nodes-001411953119-001411953142,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000127639594:nodes-001412234429-001412234481,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000127639594:nodes-001412234481-001412234525,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000127639594:nodes-001412234504-001412234525,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000144867422:nodes-001583573186-001583573187,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000144867422:nodes-001583573187-001583573188,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000144867422:nodes-001583573188-001583573189,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000144867422:nodes-001583573189-001583573190,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000144867422:nodes-001583573190-001583573191,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000144867422:nodes-001583573191-001583573192,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000144867422:nodes-001583573192-001583573193,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000144867422:nodes-001583573193-001583573194,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000144867422:nodes-001583573194-001583573195,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000144867422:nodes-001583573195-001583573196,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000144867422:nodes-001583573196-001583573197,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000144867422:nodes-001583573197-001583573198,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000144867422:nodes-001583573198-001583573199,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000144867422:nodes-001583573199-001583573200,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000144867422:nodes-001583573200-001583573201,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000152194156:nodes-000605415029-002854305047,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000183905457:nodes-001332355511-003255952801,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000183905457:nodes-001943230150-003255952925,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000183905457:nodes-003255952801-003255952925,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209923782:nodes-002200792867-004280071879,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209923782:nodes-004280071879-005064078686,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209923784:nodes-002200792893-004280071955,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209923784:nodes-002200792898-004280071955,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209923784:nodes-002200792898-004280071959,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209923785:nodes-002200792857-005064078653,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209923785:nodes-002200792857-005064078684,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209923785:nodes-002200792859-005064078684,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209923785:nodes-004080109906-005064078653,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209936996:nodes-000736396162-000736396163,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209936996:nodes-000736396163-007273598569,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209936997:nodes-001411953174-002200899656,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209936998:nodes-002200899657-002200899658,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209936998:nodes-002200899658-002200899659,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209936999:nodes-001411953165-002200899655,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209936999:nodes-001411953171-002200899657,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000209936999:nodes-002200899655-002200899657,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000319185161:nodes-003255952673-006290653521,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000319185161:nodes-003255952713-003255952714,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000319185161:nodes-003255952713-006290653521,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000319197948:nodes-003256136765-003256136783,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000319197948:nodes-003256136783-003256136806,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000319197948:nodes-003256136806-012783555040,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000319197948:nodes-003256136870-005064078740,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000319197948:nodes-003256136870-012783555040,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000319197948:nodes-003256136910-005064078740,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000319197951:nodes-003256136621-003256136784,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000319197951:nodes-003256136621-003256136837,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000319197951:nodes-003256136784-003256136803,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000319197951:nodes-003256136803-003256136833,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000409724364:nodes-004115953996-004115953997,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000409724364:nodes-004115953997-004115953998,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000409724364:nodes-004115953998-004115953999,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000409724364:nodes-004115953999-004115954003,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000409724364:nodes-004115954001-004115954002,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000409724364:nodes-004115954001-004115954003,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000409724364:nodes-004115954002-004115954009,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000409724364:nodes-004115954009-004115954017,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000409724364:nodes-004115954017-004115954025,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000409724366:nodes-004115953996-011893490649,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000409724366:nodes-011893490645-011893490647,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000409724366:nodes-011893490645-011893490650,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000409724366:nodes-011893490649-011893490650,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000428227445:nodes-004273616203-004273616204,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000428227447:nodes-004273616202-004273616204,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000428227448:nodes-004273616206-004273616207,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000428227448:nodes-004273616207-004273616208,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000428227449:nodes-004273616164-004273616169,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000428227449:nodes-004273616169-004273616180,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000428227449:nodes-004273616180-004273616189,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000428227450:nodes-004273616189-004273616202,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000428227450:nodes-004273616202-004273616208,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000428476613:nodes-004275697363-004275697369,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
